,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06
기획재정부,0,0,0,0,0,0,0,0,0,0,0,0,216,161,204,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
긴급재난지원금,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,845,168,0,0,0,0,0,0,0,0,0,0,0,0,0
김경수,0,0,0,0,0,0,1350,1131,628,628,511,0,0,0,0,320,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0
김관영,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,375,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김기식,0,0,0,0,0,0,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김남국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,193,0,0,0,0,0,0,0,150,0,0,0,0,0,0
김대중,0,0,136,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,181,141,508,0,229,0,0,0,0,0,0,0,0,0,190,0,149,0,0,175,0,0,192,0,0,0,245
김동연,140,0,0,195,0,0,0,0,200,200,323,129,325,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0
김두관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5,139,150,0,150,0,166,0,0,0,0,0,156,0,0,0,0,0,0
김명수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,0,0,0,0
김문수,0,0,0,0,0,0,306,340,404,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김병준,0,0,0,0,0,0,0,0,0,0,343,248,191,349,172,217,195,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김봉현,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0
김부겸,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,312,0,181,718,602,0,0,0,0,0,0,0,366,715,0
김부선,0,0,0,0,0,0,0,0,517,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김상조,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0
김성태,0,0,457,176,208,0,227,611,549,549,258,262,225,402,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김세연,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,173.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김순례,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김어준,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,134,169
김여정,0,0,0,0,2154,289,340,0,0,0,0,134,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,238,273,110,1603,167,225,0,0,0,226,358,0,267,0,0,145
김연철,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,507,0,0,0,0,0,0,137,68.5,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0
김영남,0,0,0,0,874,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김영철,0,0,0,0,1805,222,279,498,510,510,0,0,0,165,0,596,0,0,171,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김영춘,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,639,449,0,0
김오수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,209
김용균,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0
김원봉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김일성,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,141,0,156,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,175,0,0
김정은,158,213,183,467,1287,2458,3915,3218,3350,3350,662,3632,1127,888,1584,1916,3025,1913,2394,802,2414,1136,908,707,933,702,818,934,274,554,1803,1362,1424,678,603,1176,997,423,279,1171,544,351,301,191,577
김정은_위원장,0,0,0,0,176,467,643,586,715,715,0,960,215,149,301,313,566,232,322,0,484,154,0,0,0,0,72,144,0,0,151,0,207,0,0,0,0,0,0,0,0,0,0,0,0
김정일,0,0,0,0,167,295,264,0,0,0,0,192,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김종인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,2244,1008,1117,332,774,1035,753,655,803,842,448,799,861,196,217
김종인_비대위,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,395,0,0,0,0,0,0,0,0,0,0,0,0,0
김종철,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,415,0,0,0,0,0
김종필,0,0,0,0,0,0,0,0,348,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김진욱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,360,0,0,0,0,0
김진태,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김태년,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,418,355,227,193,178,167,143,0,137,271,207,0,0
김태우,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,537,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김태호,0,0,0,0,0,0,215,284,335,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김학의,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,161,162,0
김해신,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0
김현미,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,185,0,0,275,334,0,0,0,0,0,0
김형오,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,184,289,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
나경원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,373,237,848,581,746,573,579,399,602,616,735,367.5,0,0,117,259,0,0,0,0,0,179,163,197,713,970,227,0,656,600
남경필,0,0,0,187,0,0,0,519,408,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남북_정상,0,0,0,0,0,0,435,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남북_정상회담,0,0,0,0,170,490,1203,365,0,0,191,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남북경협,0,0,0,0,0,0,0,0,205,205,0,208,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남북관계,0,0,0,818,538,316,478,332,0,0,217,757,323,258,228,0,0,146,217,122,0,0,120,0,191,134,152,170,0,0,0,0,633,245,0,208,0,0,0,0,0,0,0,0,0
남북대화,0,0,0,442,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남북정상회담,0,0,0,0,283,1037,3568,1436,0,0,673,2724,217,0,139,0,0,0,439,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0
남북한,0,0,0,260,142,0,340,188,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
내곡동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566,985,0,0
내년_총선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,187,227,254,178,161,156,287,143.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
내년도,0,0,0,0,0,0,0,0,0,0,0,0,0,307,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
내정자,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,266,0,221,0,0,0,185,533,0,0,0,0,0,0
네거티브,0,0,0,0,0,0,0,182,209,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,241,0,0
노동계,202,0,0,0,0,0,0,0,0,0,0,0,0,247,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
노동당,202,114,0,0,607,317,328,186,0,0,0,234,0,0,0,0,156,0,241,0,163,0,0,0,0,0,77.5,155,0,0,184,136,420,0,252,0,226,0,0,456,0,0,0,0,0
노동자,139,0,121,234,0,0,0,299,188,188,236,0,0,134,193,0,0,0,154,0,0,152,0,0,0,0,80.5,161,115,208,301,426,277,190,151,321,713,525,317,350,356,149,190,218,214
노무현,196,107,0,331,0,217,291,265,206,206,229,159,170,0,0,0,0,0,0,742,0,0,0,0,0,0,102,204,127,116,175,506,147,285,161,0,0,277,306,177,264,297,210,591,213
노사정,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,150,501,0,0,0,0,0,0,0,0,0,0,0
노영민,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,242,121,0,0,0,0,0,0,267,391,0,0,168,147,0,0,0,0,0,0
뉴질랜드,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0
다주택,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,338,0,0,0,0,0,0,0,0,0,0
다주택자,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1365,521,0,0,0,0,232,0,0,0,196,0
단거리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
단거리_미사일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,201,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
단일팀,0,0,0,1031,711,0,0,254,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
단일화,0,0,162,0,166,416,497,924,642,642,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,160,1102,887,2084,0,0,200
단체장,102,98,0,0,0,164,185,221,326,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,186,249,137,203
당국자,0,0,109,243,142,0,0,0,0,0,0,0,0,0,133,0,0,217,0,130,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
당대표,0,184,0,0,0,0,0,0,0,0,943,172,0,0,0,308,489,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,372,296
당선인,0,0,0,0,0,0,0,0,2430,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621,4043,0,0,0,0,0,2909,785,685,0,0,180,0,0
당선자,0,0,0,0,0,0,0,0,2265,2265,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,78.5,157,0,0,1796,2317,0,0,0,0,0,373,0,0,0,0,0,0,0
당정청,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,160,230,0,0,156,0,144,0,0,0,151,119,0,111,0,0,132,209,0,0,0,0,0,0,0,0,0
당협위원장,0,0,440,245,0,0,0,0,0,0,0,187,131,0,448,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대기업,242,119,150,0,0,0,0,0,0,0,224,177,164,144,0,494,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대법관,0,0,168,0,0,0,0,0,0,0,140,0,0,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0
대법원,141,0,245,148,277,0,199,200,200,200,401,211,362,316,240,231,177,0,0,166,181,492,613,125,275,406,203,0,0,0,0,0,133,304,0,146,200,171,0,175,173,0,0,0,0
대법원장,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562,0,0,0,0
대변인,665,542,687,1023,988,1391,1176,1160,1198,1198,1268,932,812,931,831,1147,918,1602,1136,1106,1275,1009,1054,819,782,884,1049,1214,1267,936,621,920,854,913,1049,956,853,665,1125,930,599,1164,711,868,1197
대북_전단,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0
대북_제재,0,0,0,0,0,0,0,0,0,0,167,172,246,153,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대북전단,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0
대북전단_살포,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0,0,0,0,0,0,0,0,0,0,0,0
대북제재,0,0,124,158,224,0,0,0,0,0,437,368,527,376,264,170,212,458,276,135,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대사관,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,219,240,157,0,0,0,0,0,0,0,86.5,173,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0
대의원,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,122,213,0,0,0,283,347,0,0,0,0,0,0,0,152,0,0
대정부,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,117,0,0,0,228,0,527,0,0,0,0,178,0,257,0,0
대정부질문,0,0,0,0,0,0,0,0,0,0,0,164,173,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대주주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,404,0,0,0,0,0,0,0
대통령,10829,13595,9932,12538,11608,19495,16532,16491,14455,14455,10175,14918,9756,10140,9735,12254,12261,11681,12569,11989,13938,10818,9560,11542,12512,10283,10359,10435,7850,8508,7869,8013,9657,10646,9786,10095,11282,17414,13750,15677,8917,9532,9455,12504,9757
대통령_개헌안,0,0,0,0,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대통령제,0,0,0,0,155,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대한민국,283,310,360,666,515,593,515,488,455,455,300,276,273,227,249,356,332,442,500,336,698,575,647,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
더불어민주당,494,313,377,674,489,805,1118,1536,1858,1858,729,424,598,536,673,792,483,663,724,730,552,754,611,624,895,718,876,1034,1031,2016,3006,1028,1185,1511,1388,1214,1111,1037,1032,1072,1016,1519,1685,953,1226
더불어시민당,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,877,168,0,0,0,0,0,0,0,0,0,0,0,0,0
데이터,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,243.5,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
도널드,0,166,0,0,0,0,0,201,215,215,0,0,0,0,0,0,207,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,180,0,0,0,0,0,0,0
도의원,0,103,130,215,200,548,387,455,348,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,214,175,0,164
도지사,0,0,115,210,248,246,279,370,392,392,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
동계올림픽,0,0,169,567,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동북아,0,0,0,0,0,0,0,228,193,193,0,138,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동창리,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
돼지열병,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,211,0,0,385,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
드루킹,0,0,0,0,0,0,2483,2717,578,578,1067,0,0,0,0,188,272,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
득표율,0,0,0,0,0,0,0,0,398,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
디지털,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,147,0,327,268,380,257,353,130,194,273,282,154,272,120,266,0,186,255
라디오,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,152,0,202,0,222
러시아,438,324,584,380,289,742,635,469,1542,1542,522,744,719,579,409,356,354,778,2206,552,522,1206,525,329,436,270,239.5,209,248,119,170,185,292,277,196,185,182,163,232,176,184,327,378,235,424
리더십,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,85,0,0,0,182,165,0,0,0,0,0,0,0,0,0,0,196,185,153
리설주,0,0,0,0,0,0,395,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
리얼미터,0,0,0,0,0,0,0,0,0,0,185,0,0,0,128,148,139,143,0,184,0,0,0,152,184,116,58,0,0,0,0,0,0,0,190,0,0,0,189,0,0,0,0,0,0
마스크,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,1799,631,462,0,336,222,160,476,191,163,199,0,0,0,223,0
마지막,0,0,162,0,141,212,187,202,519,519,274,148,0,0,228,0,183,0,141,124,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
말레이시아,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0
매티스,359,0,0,0,0,0,0,0,373,373,161,0,0,150,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
매티스_장관,171,0,0,0,0,0,0,0,202,202,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
메시지,203,188,131,171,369,335,400,265,0,0,131,368,0,0,313,0,0,196,384,176,360,224,429,357,272,260,387,514,145,380,283,173,380,298,333,517,371,355,244,411,139,307,222,282,502
목소리,147,124,129,170,134,164,0,192,217,217,177,158,155,236,231,244,204,190,175,195,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
무소속,0,0,0,220,240,426,780,1467,1297,1297,0,0,0,0,0,204,0,0,0,0,0,0,123,140,0,194,97,0,0,354,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
무소속_출마,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
문재인,1343,1201,1360,1628,1784,1862,2952,2752,1814,1814,1901,2898,1477,1534,1597,2019,1281,1683,1978,2427,1805,1780,1798,2164,2396,2018,2174.5,2331,1818,1722,2298,1276,1667,2012,2034,1808,1448,1690,2498,2690,1756,2445,2274,2644,1818
문재인_대통령,408,423,496,530,620,713,1103,1000,537,537,531,1661,607,531,534,611,437,516,631,600,701,652,509,737,773,637,578.5,520,515,456,386,408,482,461,516,618,433,470,650,695,459,507,451,756,481
문재인_정권,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,149,0,85,170,200,149,208,0,0,0,0,0,0,0,195,0,0,0,0,0,0
문재인_정부,372,233,218,294,167,0,0,323,247,247,283,150,0,177,216,272,0,324,273,436,217,293,293,186,296,326,325.5,325,160,242,435,200,305,430,414,256,252,198,287,430,336,513,548,495,405
문희상,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,241,0,0,0,0,0,0,130,126,122,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0
물갈이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,231,189.5,148,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
미국_대통령,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0
미국인,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
미래당,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
미래통합당,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,1040,1135,392,284,315,269,0,0,0,0,0,0,0,0,0,0
미래한국당,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,1239,464,522,0,0,0,0,0,0,0,0,0,0,0,0,0
미사일,1011,871,1420,657,568,554,555,308,536,536,301,572,303,657,253,481,509,1265,221,2679,383,1657,2895,534,971,701,767.5,834,150,507,390,317,472,443,430,491,796,337,157,441,272,1610,432,792,253
미사일_발사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,159,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
미세먼지,0,0,0,288,0,294,242,324,193,193,0,0,0,0,0,376,0,1837,474,214,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
미얀마,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,395,236,178,0
민간인,0,0,0,149,0,0,0,0,0,0,0,0,0,0,713,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
민경욱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0
