year,month,day,NSI
2011,12,18,113.74
2011,12,19,110.86
2011,12,20,104.58
2011,12,21,103.9
2011,12,22,107.52
2011,12,23,109.55
2011,12,24,110.95
2011,12,25,110.9
2011,12,26,115.18
2011,12,27,119.31
2011,12,28,119.67
2011,12,29,116.57
2011,12,30,115.72
2011,12,31,113.39
2012,1,1,113.72
2012,1,2,113.35
2012,1,3,116.81
2012,1,4,119.17
2012,1,5,119.65
2012,1,6,119.93
2012,1,7,121.98
2012,1,8,122.55
2012,1,9,122.25
2012,1,10,119.59
2012,1,11,118.99
2012,1,12,118.13
2012,1,13,117.6
2012,1,14,116.08
2012,1,15,115.54
2012,1,16,115.52
2012,1,17,115.18
2012,1,18,116.57
2012,1,19,118.3
2012,1,20,120.76
2012,1,21,120.18
2012,1,22,120.55
2012,1,23,121.97
2012,1,24,123.82
2012,1,25,118.11
2012,1,26,118.49
2012,1,27,114.31
2012,1,28,116.78
2012,1,29,116.66
2012,1,30,115.57
2012,1,31,115.55
2012,2,1,117.09
2012,2,2,115.89
2012,2,3,118.23
2012,2,4,116.57
2012,2,5,116.24
2012,2,6,114.66
2012,2,7,113.64
2012,2,8,114.66
2012,2,9,114.77
2012,2,10,112.13
2012,2,11,111.09
2012,2,12,111
2012,2,13,111.67
2012,2,14,112.02
2012,2,15,111.73
2012,2,16,112.94
2012,2,17,113.51
2012,2,18,113.4
2012,2,19,113.55
2012,2,20,115.13
2012,2,21,115.07
2012,2,22,113.06
2012,2,23,112.86
2012,2,24,112.11
2012,2,25,113
2012,2,26,112.89
2012,2,27,111.87
2012,2,28,110.12
2012,2,29,112.06
2012,3,1,111.67
2012,3,2,114.41
2012,3,3,116.6
2012,3,4,116.07
2012,3,5,116.55
2012,3,6,118.57
2012,3,7,118.7
2012,3,8,117.17
2012,3,9,117.65
2012,3,10,116.77
2012,3,11,116.71
2012,3,12,116.6
2012,3,13,116.52
2012,3,14,117.54
2012,3,15,120.67
2012,3,16,120.18
2012,3,17,119.1
2012,3,18,120.36
2012,3,19,121
2012,3,20,123.28
2012,3,21,122.74
2012,3,22,121.1
2012,3,23,120.61
2012,3,24,121.27
2012,3,25,120.41
2012,3,26,120.35
2012,3,27,118.97
2012,3,28,118.84
2012,3,29,118.57
2012,3,30,118.64
2012,3,31,119.45
2012,4,1,119.28
2012,4,2,119.27
2012,4,3,119.81
2012,4,4,121.62
2012,4,5,120.8
2012,4,6,120.81
2012,4,7,123.02
2012,4,8,123.61
2012,4,9,123.42
2012,4,10,120.24
2012,4,11,117.31
2012,4,12,117.22
2012,4,13,115.64
2012,4,14,113.03
2012,4,15,112.75
2012,4,16,114.42
2012,4,17,116.51
2012,4,18,117.4
2012,4,19,119.42
2012,4,20,118.56
2012,4,21,113.34
2012,4,22,112.33
2012,4,23,108.94
2012,4,24,108.25
2012,4,25,107.67
2012,4,26,107.61
2012,4,27,111.74
2012,4,28,119.41
2012,4,29,120.61
2012,4,30,122.58
2012,5,1,123.99
2012,5,2,124.69
2012,5,3,125.06
2012,5,4,122.65
2012,5,5,116.81
2012,5,6,115.87
2012,5,7,111.42
2012,5,8,106.15
2012,5,9,106.99
2012,5,10,105.46
2012,5,11,105.96
2012,5,12,107.55
2012,5,13,108.05
2012,5,14,110.81
2012,5,15,114.78
2012,5,16,113.76
2012,5,17,112.86
2012,5,18,111.36
2012,5,19,106.29
2012,5,20,105.79
2012,5,21,105.91
2012,5,22,106.62
2012,5,23,107.18
2012,5,24,106.83
2012,5,25,108.05
2012,5,26,114.39
2012,5,27,115.18
2012,5,28,115.68
2012,5,29,114.55
2012,5,30,113.82
2012,5,31,114.11
2012,6,1,114.37
2012,6,2,112.38
2012,6,3,112.09
2012,6,4,111.68
2012,6,5,107.41
2012,6,6,107.52
2012,6,7,107.66
2012,6,8,109.14
2012,6,9,109.58
2012,6,10,109.33
2012,6,11,108.03
2012,6,12,114.32
2012,6,13,113.88
2012,6,14,114.97
2012,6,15,113.48
2012,6,16,109.84
2012,6,17,110.19
2012,6,18,112.85
2012,6,19,113.58
2012,6,20,114.13
2012,6,21,113.67
2012,6,22,111.59
2012,6,23,112.94
2012,6,24,112.79
2012,6,25,110.36
2012,6,26,106.5
2012,6,27,103.77
2012,6,28,100.8
2012,6,29,101.21
2012,6,30,103.35
2012,7,1,103.56
2012,7,2,105.61
2012,7,3,107.02
2012,7,4,109.22
2012,7,5,112.16
2012,7,6,112.52
2012,7,7,112.91
2012,7,8,112.44
2012,7,9,110.98
2012,7,10,110.37
2012,7,11,108.63
2012,7,12,106.03
2012,7,13,104.83
2012,7,14,102.55
2012,7,15,102.49
2012,7,16,102.47
2012,7,17,103.39
2012,7,18,102.12
2012,7,19,102.91
2012,7,20,104.78
2012,7,21,105.37
2012,7,22,105.57
2012,7,23,106.04
2012,7,24,102.45
2012,7,25,103.79
2012,7,26,103.59
2012,7,27,104.26
2012,7,28,107.96
2012,7,29,108.3
2012,7,30,107.88
2012,7,31,111.07
2012,8,1,112.07
2012,8,2,112.09
2012,8,3,111.68
2012,8,4,106.24
2012,8,5,106.05
2012,8,6,106.88
2012,8,7,107.02
2012,8,8,108.11
2012,8,9,109.52
2012,8,10,111.25
2012,8,11,114.69
2012,8,12,114.61
2012,8,13,115.03
2012,8,14,113.79
2012,8,15,114.73
2012,8,16,111.85
2012,8,17,109.23
2012,8,18,107.35
2012,8,19,107.35
2012,8,20,104.49
2012,8,21,103.48
2012,8,22,100.85
2012,8,23,102.95
2012,8,24,102.85
2012,8,25,102.29
2012,8,26,102.18
2012,8,27,103.02
2012,8,28,102.37
2012,8,29,100.55
2012,8,30,101.63
2012,8,31,99.58
2012,9,1,101.04
2012,9,2,100.77
2012,9,3,100.46
2012,9,4,101.96
2012,9,5,101.11
2012,9,6,100.09
2012,9,7,103.82
2012,9,8,107.05
2012,9,9,107.69
2012,9,10,108.32
2012,9,11,109.55
2012,9,12,112.37
2012,9,13,114.94
2012,9,14,114.88
2012,9,15,115.44
2012,9,16,115.57
2012,9,17,118.11
2012,9,18,116.07
2012,9,19,115.87
2012,9,20,114.89
2012,9,21,112.5
2012,9,22,110.58
2012,9,23,111.42
2012,9,24,110
2012,9,25,112.32
2012,9,26,113.73
2012,9,27,111.46
2012,9,28,108.58
2012,9,29,105.08
2012,9,30,103.55
2012,10,1,104.46
2012,10,2,102.01
2012,10,3,97.32
2012,10,4,94.99
2012,10,5,98.25
2012,10,6,103.81
2012,10,7,104.6
2012,10,8,103.1
2012,10,9,103.62
2012,10,10,106.42
2012,10,11,107.83
2012,10,12,107.73
2012,10,13,104.84
2012,10,14,105.31
2012,10,15,105.16
2012,10,16,104.43
2012,10,17,105.88
2012,10,18,108.48
2012,10,19,109.02
2012,10,20,106.91
2012,10,21,106.72
2012,10,22,108.33
2012,10,23,109.07
2012,10,24,107.83
2012,10,25,107.69
2012,10,26,109.89
2012,10,27,111.25
2012,10,28,110.73
2012,10,29,108.84
2012,10,30,108.81
2012,10,31,109.69
2012,11,1,110.22
2012,11,2,108.77
2012,11,3,110.16
2012,11,4,110.59
2012,11,5,113.34
2012,11,6,113.19
2012,11,7,114.07
2012,11,8,115.17
2012,11,9,116.11
2012,11,10,113.98
2012,11,11,114.11
2012,11,12,114.56
2012,11,13,115.53
2012,11,14,114.47
2012,11,15,114.35
2012,11,16,110.46
2012,11,17,109
2012,11,18,107.92
2012,11,19,106.56
2012,11,20,107.68
2012,11,21,108
2012,11,22,105.57
2012,11,23,110.2
2012,11,24,112.95
2012,11,25,113.86
2012,11,26,115.5
2012,11,27,113.96
2012,11,28,114.9
2012,11,29,116.55
2012,11,30,116.24
2012,12,1,114.29
2012,12,2,115.65
2012,12,3,114.38
2012,12,4,115.56
2012,12,5,112.95
2012,12,6,115.24
2012,12,7,115.18
2012,12,8,116.79
2012,12,9,115.39
2012,12,10,114.37
2012,12,11,115.55
2012,12,12,116.41
2012,12,13,113.82
2012,12,14,114.79
2012,12,15,114.9
2012,12,16,115.12
2012,12,17,117.47
2012,12,18,114.74
2012,12,19,114.56
2012,12,20,113.39
2012,12,21,111.68
2012,12,22,111.76
2012,12,23,111.41
2012,12,24,112.18
2012,12,25,111.51
2012,12,26,110.76
2012,12,27,111.51
2012,12,28,111.18
2012,12,29,113.75
2012,12,30,114.26
2012,12,31,112.09
2013,1,1,112.4
2013,1,2,114.67
2013,1,3,116.49
2013,1,4,117.02
2013,1,5,113.2
2013,1,6,112.18
2013,1,7,114.29
2013,1,8,115.57
2013,1,9,116.52
2013,1,10,115.83
2013,1,11,115.69
2013,1,12,116.55
2013,1,13,116.42
2013,1,14,114.72
2013,1,15,114.62
2013,1,16,113.62
2013,1,17,113.4
2013,1,18,112.75
2013,1,19,114.37
2013,1,20,114.81
2013,1,21,114.1
2013,1,22,113.95
2013,1,23,114.02
2013,1,24,112.98
2013,1,25,113.02
2013,1,26,112.22
2013,1,27,112.6
2013,1,28,113.97
2013,1,29,111.46
2013,1,30,111.12
2013,1,31,113.01
2013,2,1,114.59
2013,2,2,113.83
2013,2,3,113.86
2013,2,4,111.97
2013,2,5,113.63
2013,2,6,110.98
2013,2,7,108.39
2013,2,8,106.77
2013,2,9,107.46
2013,2,10,107.26
2013,2,11,108.97
2013,2,12,107.95
2013,2,13,109.41
2013,2,14,109.74
2013,2,15,110.52
2013,2,16,109.65
2013,2,17,108.92
2013,2,18,106.41
2013,2,19,108.07
2013,2,20,109.96
2013,2,21,112.56
2013,2,22,112.32
2013,2,23,112.27
2013,2,24,112.72
2013,2,25,114.47
2013,2,26,114.36
2013,2,27,110.7
2013,2,28,108.36
2013,3,1,107.53
2013,3,2,107.21
2013,3,3,107.55
2013,3,4,108.31
2013,3,5,107.65
2013,3,6,109.85
2013,3,7,110.14
2013,3,8,109.38
2013,3,9,110.11
2013,3,10,110.13
2013,3,11,108.67
2013,3,12,108.29
2013,3,13,107.92
2013,3,14,106.15
2013,3,15,107.55
2013,3,16,108.48
2013,3,17,109.4
2013,3,18,111.24
2013,3,19,111.35
2013,3,20,111.5
2013,3,21,111.94
2013,3,22,112.14
2013,3,23,111.17
2013,3,24,110.41
2013,3,25,110.39
2013,3,26,113.66
2013,3,27,114.13
2013,3,28,114.86
2013,3,29,115.03
2013,3,30,115.73
2013,3,31,116.77
2013,4,1,118.38
2013,4,2,117.86
2013,4,3,118.07
2013,4,4,119.12
2013,4,5,116.66
2013,4,6,116.33
2013,4,7,114.56
2013,4,8,111.93
2013,4,9,109.47
2013,4,10,107.31
2013,4,11,106.67
2013,4,12,107.71
2013,4,13,106.25
2013,4,14,106.76
2013,4,15,105.56
2013,4,16,105.34
2013,4,17,107.12
2013,4,18,106.22
2013,4,19,106.01
2013,4,20,104.69
2013,4,21,104.4
2013,4,22,104.34
2013,4,23,105.51
2013,4,24,104.33
2013,4,25,107.86
2013,4,26,110.23
2013,4,27,112.08
2013,4,28,111.81
2013,4,29,112.93
2013,4,30,111.92
2013,5,1,111.13
2013,5,2,107.7
2013,5,3,106.16
2013,5,4,106.01
2013,5,5,106.65
2013,5,6,105.67
2013,5,7,106.47
2013,5,8,107.98
2013,5,9,110.2
2013,5,10,111.47
2013,5,11,110.6
2013,5,12,110.31
2013,5,13,111.43
2013,5,14,111.34
2013,5,15,112.9
2013,5,16,113.52
2013,5,17,112.79
2013,5,18,111.02
2013,5,19,112.3
2013,5,20,111.33
2013,5,21,110.97
2013,5,22,109.11
2013,5,23,109.13
2013,5,24,107.27
2013,5,25,110.64
2013,5,26,109.35
2013,5,27,110.3
2013,5,28,110.11
2013,5,29,109.27
2013,5,30,107.33
2013,5,31,108.82
2013,6,1,108.39
2013,6,2,108.58
2013,6,3,107.74
2013,6,4,107.24
2013,6,5,108.18
2013,6,6,107.17
2013,6,7,106.66
2013,6,8,102.42
2013,6,9,102.45
2013,6,10,103.32
2013,6,11,104.27
2013,6,12,102.43
2013,6,13,101.6
2013,6,14,100.18
2013,6,15,103.82
2013,6,16,103.36
2013,6,17,101.97
2013,6,18,100.43
2013,6,19,102.54
2013,6,20,104.37
2013,6,21,104.96
2013,6,22,100.97
2013,6,23,101.04
2013,6,24,101.85
2013,6,25,102.13
2013,6,26,98.67
2013,6,27,98.81
2013,6,28,103.06
2013,6,29,107.73
2013,6,30,108.21
2013,7,1,109.36
2013,7,2,111.14
2013,7,3,112.53
2013,7,4,110.86
2013,7,5,109.95
2013,7,6,110.94
2013,7,7,110.9
2013,7,8,108.6
2013,7,9,105.2
2013,7,10,105.82
2013,7,11,106.96
2013,7,12,107.22
2013,7,13,105.75
2013,7,14,105.34
2013,7,15,106.86
2013,7,16,108.63
2013,7,17,107.19
2013,7,18,109.58
2013,7,19,108.06
2013,7,20,107.5
2013,7,21,108.29
2013,7,22,108.35
2013,7,23,110.84
2013,7,24,114.06
2013,7,25,113.31
2013,7,26,114.77
2013,7,27,118.1
2013,7,28,118.3
2013,7,29,116.82
2013,7,30,115.87
2013,7,31,114.53
2013,8,1,114.63
2013,8,2,115.2
2013,8,3,113.42
2013,8,4,113.11
2013,8,5,114.78
2013,8,6,114.68
2013,8,7,115.58
2013,8,8,114.42
2013,8,9,115.54
2013,8,10,115.22
2013,8,11,114.71
2013,8,12,115.02
2013,8,13,114.68
2013,8,14,114.24
2013,8,15,115.09
2013,8,16,109.9
2013,8,17,106.91
2013,8,18,106.5
2013,8,19,106.49
2013,8,20,106.02
2013,8,21,103.86
2013,8,22,101.44
2013,8,23,100.4
2013,8,24,102.95
2013,8,25,102.87
2013,8,26,101.41
2013,8,27,102.14
2013,8,28,103.04
2013,8,29,103.34
2013,8,30,108.15
2013,8,31,108.18
2013,9,1,108.83
2013,9,2,111.7
2013,9,3,112.88
2013,9,4,114.03
2013,9,5,115.33
2013,9,6,115.63
2013,9,7,115.62
2013,9,8,114.81
2013,9,9,113.52
2013,9,10,115
2013,9,11,116.64
2013,9,12,117.91
2013,9,13,118.59
2013,9,14,118.84
2013,9,15,120.18
2013,9,16,122.08
2013,9,17,119.42
2013,9,18,118.95
2013,9,19,117.05
2013,9,20,116.74
2013,9,21,117.14
2013,9,22,117.1
2013,9,23,113.36
2013,9,24,112.36
2013,9,25,108.58
2013,9,26,109
2013,9,27,109.4
2013,9,28,111.24
2013,9,29,110.93
2013,9,30,110.92
2013,10,1,110.96
2013,10,2,111.31
2013,10,3,111.07
2013,10,4,108.06
2013,10,5,106.7
2013,10,6,106.08
2013,10,7,104.79
2013,10,8,104.6
2013,10,9,103.52
2013,10,10,100.2
2013,10,11,101.7
2013,10,12,101.25
2013,10,13,101.39
2013,10,14,103.45
2013,10,15,103.22
2013,10,16,105.55
2013,10,17,108.96
2013,10,18,107.76
2013,10,19,106.49
2013,10,20,107.22
2013,10,21,106.42
2013,10,22,106.5
2013,10,23,107.43
2013,10,24,109.13
2013,10,25,110.57
2013,10,26,110.98
2013,10,27,110.78
2013,10,28,111.94
2013,10,29,113.14
2013,10,30,112.38
2013,10,31,111.58
2013,11,1,109.51
2013,11,2,109.28
2013,11,3,109.74
2013,11,4,108.59
2013,11,5,107.56
2013,11,6,107.11
2013,11,7,107.94
2013,11,8,111.18
2013,11,9,110.98
2013,11,10,110.12
2013,11,11,112.43
2013,11,12,111.71
2013,11,13,114.52
2013,11,14,115.52
2013,11,15,114.79
2013,11,16,115.59
2013,11,17,115.96
2013,11,18,114.55
2013,11,19,116.39
2013,11,20,114.2
2013,11,21,112.12
2013,11,22,111.2
2013,11,23,112.3
2013,11,24,111.58
2013,11,25,113.02
2013,11,26,114.11
2013,11,27,114.57
2013,11,28,115.54
2013,11,29,119.5
2013,11,30,118.7
2013,12,1,119.45
2013,12,2,118.57
2013,12,3,117.96
2013,12,4,117.78
2013,12,5,117.9
2013,12,6,115.58
2013,12,7,116.89
2013,12,8,116.11
2013,12,9,113.84
2013,12,10,113.22
2013,12,11,112
2013,12,12,109.96
2013,12,13,108.33
2013,12,14,104.89
2013,12,15,105.1
2013,12,16,105.32
2013,12,17,104.76
2013,12,18,104.59
2013,12,19,104.57
2013,12,20,105.27
2013,12,21,107.71
2013,12,22,107.66
2013,12,23,107.77
2013,12,24,108.58
2013,12,25,108.94
2013,12,26,107.44
2013,12,27,107.42
2013,12,28,107.5
2013,12,29,107.23
2013,12,30,108.55
2013,12,31,107.17
2014,1,1,104.44
2014,1,2,108.75
2014,1,3,109.39
2014,1,4,107.48
2014,1,5,106.36
2014,1,6,106.66
2014,1,7,107.72
2014,1,8,111.45
2014,1,9,110.1
2014,1,10,110.21
2014,1,11,111.93
2014,1,12,113.28
2014,1,13,113.84
2014,1,14,113.31
2014,1,15,111.64
2014,1,16,112.45
2014,1,17,112.6
2014,1,18,112.39
2014,1,19,113.25
2014,1,20,112.27
2014,1,21,113.2
2014,1,22,114.44
2014,1,23,114.14
2014,1,24,114.47
2014,1,25,113.78
2014,1,26,113.41
2014,1,27,113.59
2014,1,28,112.72
2014,1,29,111.76
2014,1,30,111.66
2014,1,31,109.5
2014,2,1,109.07
2014,2,2,109.96
2014,2,3,108.95
2014,2,4,109.52
2014,2,5,107.2
2014,2,6,106.74
2014,2,7,110.91
2014,2,8,111.58
2014,2,9,110.4
2014,2,10,110.01
2014,2,11,110.86
2014,2,12,113.04
2014,2,13,114.71
2014,2,14,113.65
2014,2,15,114.22
2014,2,16,114.71
2014,2,17,114.81
2014,2,18,115.13
2014,2,19,115.56
2014,2,20,114.13
2014,2,21,112.93
2014,2,22,114.69
2014,2,23,115.08
2014,2,24,117.34
2014,2,25,117.21
2014,2,26,120.8
2014,2,27,121.42
2014,2,28,121.69
2014,3,1,120.26
2014,3,2,120.91
2014,3,3,123.12
2014,3,4,122.8
2014,3,5,118.31
2014,3,6,119.88
2014,3,7,121.43
2014,3,8,121.23
2014,3,9,121.03
2014,3,10,118.76
2014,3,11,118.23
2014,3,12,120.45
2014,3,13,116.69
2014,3,14,116.71
2014,3,15,114.19
2014,3,16,113.14
2014,3,17,112.54
2014,3,18,111.19
2014,3,19,111.94
2014,3,20,112.85
2014,3,21,110.28
2014,3,22,113.66
2014,3,23,114.54
2014,3,24,118.3
2014,3,25,120.91
2014,3,26,120.33
2014,3,27,121.64
2014,3,28,123.8
2014,3,29,122.19
2014,3,30,122.55
2014,3,31,120.37
2014,4,1,121.16
2014,4,2,121.44
2014,4,3,124.35
2014,4,4,124.44
2014,4,5,124.56
2014,4,6,124.31
2014,4,7,122.44
2014,4,8,120.94
2014,4,9,120.62
2014,4,10,116.55
2014,4,11,115.7
2014,4,12,113.88
2014,4,13,111.71
2014,4,14,112.33
2014,4,15,112.21
2014,4,16,112.48
2014,4,17,113.95
2014,4,18,113.4
2014,4,19,116.47
2014,4,20,118.54
2014,4,21,119.06
2014,4,22,118.58
2014,4,23,118.52
2014,4,24,117.55
2014,4,25,118.79
2014,4,26,117.26
2014,4,27,117.76
2014,4,28,116.19
2014,4,29,117.07
2014,4,30,118.7
2014,5,1,118.93
2014,5,2,116.83
2014,5,3,118.04
2014,5,4,117.49
2014,5,5,118.59
2014,5,6,117.35
2014,5,7,112.88
2014,5,8,109.9
2014,5,9,112.44
2014,5,10,111.35
2014,5,11,111.15
2014,5,12,109.54
2014,5,13,111.4
2014,5,14,113.5
2014,5,15,116.73
2014,5,16,116.26
2014,5,17,116.31
2014,5,18,116.68
2014,5,19,118.47
2014,5,20,118.35
2014,5,21,117.14
2014,5,22,115.99
2014,5,23,117.35
2014,5,24,119.35
2014,5,25,119.57
2014,5,26,119.23
2014,5,27,120.13
2014,5,28,121.65
2014,5,29,123.66
2014,5,30,123.8
2014,5,31,120.55
2014,6,1,119.37
2014,6,2,120.94
2014,6,3,120.83
2014,6,4,122.95
2014,6,5,122.09
2014,6,6,119.27
2014,6,7,118.47
2014,6,8,119
2014,6,9,117.9
2014,6,10,115.35
2014,6,11,113.51
2014,6,12,112.69
2014,6,13,112.03
2014,6,14,113.17
2014,6,15,113.04
2014,6,16,113.08
2014,6,17,113.53
2014,6,18,113.24
2014,6,19,112.2
2014,6,20,113.85
2014,6,21,111.95
2014,6,22,111.53
2014,6,23,112.14
2014,6,24,113.35
2014,6,25,110.71
2014,6,26,109.73
2014,6,27,109
2014,6,28,110.17
2014,6,29,109.85
2014,6,30,108.39
2014,7,1,107.92
2014,7,2,110.84
2014,7,3,112.63
2014,7,4,112.96
2014,7,5,114.26
2014,7,6,115.04
2014,7,7,114.11
2014,7,8,114.05
2014,7,9,111.73
2014,7,10,110.85
2014,7,11,111.89
2014,7,12,111.09
2014,7,13,110.71
2014,7,14,111.65
2014,7,15,112.1
2014,7,16,113.28
2014,7,17,114.14
2014,7,18,114.19
2014,7,19,115.43
2014,7,20,115.77
2014,7,21,116.45
2014,7,22,117.23
2014,7,23,118.17
2014,7,24,118.77
2014,7,25,119.94
2014,7,26,121.77
2014,7,27,121.96
2014,7,28,122.22
2014,7,29,122.1
2014,7,30,122.44
2014,7,31,123
2014,8,1,122.75
2014,8,2,121.52
2014,8,3,121.5
2014,8,4,123.08
2014,8,5,123.15
2014,8,6,122.44
2014,8,7,122.63
2014,8,8,122.1
2014,8,9,120.95
2014,8,10,121.31
2014,8,11,119.08
2014,8,12,119.05
2014,8,13,121.1
2014,8,14,121.77
2014,8,15,122.18
2014,8,16,122.97
2014,8,17,122.92
2014,8,18,124.79
2014,8,19,124.01
2014,8,20,123.54
2014,8,21,123.03
2014,8,22,121.85
2014,8,23,122.64
2014,8,24,122.96
2014,8,25,121.7
2014,8,26,122.36
2014,8,27,120.89
2014,8,28,120.09
2014,8,29,121
2014,8,30,119.58
2014,8,31,119.63
2014,9,1,120.57
2014,9,2,120.5
2014,9,3,118.81
2014,9,4,117.36
2014,9,5,116.32
2014,9,6,116.81
2014,9,7,115.79
2014,9,8,114.95
2014,9,9,113.76
2014,9,10,115.53
2014,9,11,114.59
2014,9,12,115.31
2014,9,13,113.93
2014,9,14,114.05
2014,9,15,114.02
2014,9,16,113.61
2014,9,17,113.41
2014,9,18,117.13
2014,9,19,117.28
2014,9,20,120.74
2014,9,21,121.35
2014,9,22,120.51
2014,9,23,120.46
2014,9,24,119.54
2014,9,25,117.06
2014,9,26,115.58
2014,9,27,112.36
2014,9,28,110.93
2014,9,29,110.94
2014,9,30,111.77
2014,10,1,111.98
2014,10,2,112.31
2014,10,3,111.87
2014,10,4,111.35
2014,10,5,112.87
2014,10,6,113.3
2014,10,7,114.55
2014,10,8,114.24
2014,10,9,115.02
2014,10,10,114.32
2014,10,11,113.75
2014,10,12,113.28
2014,10,13,112.41
2014,10,14,108.79
2014,10,15,110.57
2014,10,16,109.02
2014,10,17,109.23
2014,10,18,109.63
2014,10,19,108.49
2014,10,20,108.01
2014,10,21,110.78
2014,10,22,107.45
2014,10,23,110.3
2014,10,24,113.67
2014,10,25,114.18
2014,10,26,114.23
2014,10,27,115.55
2014,10,28,115.94
2014,10,29,116.87
2014,10,30,117.2
2014,10,31,116.07
2014,11,1,117.96
2014,11,2,120.13
2014,11,3,119.43
2014,11,4,117.43
2014,11,5,118.29
2014,11,6,117.23
2014,11,7,117.27
2014,11,8,117.1
2014,11,9,115.35
2014,11,10,114.43
2014,11,11,116.72
2014,11,12,119.31
2014,11,13,120.58
2014,11,14,121.21
2014,11,15,121.75
2014,11,16,122.88
2014,11,17,123.75
2014,11,18,122.79
2014,11,19,120.85
2014,11,20,117.53
2014,11,21,116.08
2014,11,22,116.04
2014,11,23,114.26
2014,11,24,116.4
2014,11,25,117.9
2014,11,26,117.67
2014,11,27,119.05
2014,11,28,119.21
2014,11,29,116.98
2014,11,30,116.2
2014,12,1,114.85
2014,12,2,114.24
2014,12,3,113.14
2014,12,4,114.41
2014,12,5,115.71
2014,12,6,118.8
2014,12,7,120.9
2014,12,8,121.94
2014,12,9,123.19
2014,12,10,122.52
2014,12,11,120.28
2014,12,12,118.96
2014,12,13,116.91
2014,12,14,115.47
2014,12,15,113.64
2014,12,16,110.67
2014,12,17,110.05
2014,12,18,110.89
2014,12,19,110.38
2014,12,20,111.48
2014,12,21,112.94
2014,12,22,113.68
2014,12,23,117.5
2014,12,24,119.67
2014,12,25,119.82
2014,12,26,118.02
2014,12,27,116.86
2014,12,28,115
2014,12,29,114.31
2014,12,30,112.86
2014,12,31,114.04
2015,1,1,112.18
2015,1,2,113.43
2015,1,3,115.16
2015,1,4,115.31
2015,1,5,115.95
2015,1,6,114.88
2015,1,7,113.67
2015,1,8,113.68
2015,1,9,117.93
2015,1,10,118.55
2015,1,11,119.57
2015,1,12,119.14
2015,1,13,119.35
2015,1,14,119.37
2015,1,15,121.34
2015,1,16,119.73
2015,1,17,115.99
2015,1,18,115.32
2015,1,19,117.09
2015,1,20,118.84
2015,1,21,119.16
2015,1,22,119.85
2015,1,23,118.81
2015,1,24,120.88
2015,1,25,120.69
2015,1,26,119.51
2015,1,27,119.34
2015,1,28,121.21
2015,1,29,123.18
2015,1,30,125.67
2015,1,31,125.28
2015,2,1,125.49
2015,2,2,125.58
2015,2,3,124.29
2015,2,4,123.94
2015,2,5,123.11
2015,2,6,121.34
2015,2,7,120.7
2015,2,8,121.12
2015,2,9,119.94
2015,2,10,119.19
2015,2,11,117.95
2015,2,12,115.9
2015,2,13,115.04
2015,2,14,116.18
2015,2,15,115.48
2015,2,16,117.7
2015,2,17,119.73
2015,2,18,119.12
2015,2,19,118.79
2015,2,20,118.19
2015,2,21,116.81
2015,2,22,117.24
2015,2,23,116.38
2015,2,24,117.84
2015,2,25,123.16
2015,2,26,124.37
2015,2,27,125.15
2015,2,28,124.88
2015,3,1,125.04
2015,3,2,126.24
2015,3,3,124.21
2015,3,4,123.63
2015,3,5,124.35
2015,3,6,125.35
2015,3,7,128.01
2015,3,8,128.17
2015,3,9,126.58
2015,3,10,126.46
2015,3,11,123.94
2015,3,12,122.36
2015,3,13,121.03
2015,3,14,120.16
2015,3,15,119.26
2015,3,16,119.16
2015,3,17,118.69
2015,3,18,120.8
2015,3,19,122.41
2015,3,20,124.38
2015,3,21,124.05
2015,3,22,124.91
2015,3,23,126.66
2015,3,24,129.21
2015,3,25,129.58
2015,3,26,130.58
2015,3,27,128.98
2015,3,28,127.99
2015,3,29,127.97
2015,3,30,126.45
2015,3,31,126.79
2015,4,1,126.85
2015,4,2,124.82
2015,4,3,125.02
2015,4,4,126.44
2015,4,5,126.67
2015,4,6,126.89
2015,4,7,127.63
2015,4,8,128.43
2015,4,9,129.69
2015,4,10,130.21
2015,4,11,130.85
2015,4,12,131.01
2015,4,13,130.03
2015,4,14,129.47
2015,4,15,129.07
2015,4,16,129.37
2015,4,17,129.44
2015,4,18,130.53
2015,4,19,130.98
2015,4,20,132.16
2015,4,21,132.4
2015,4,22,132.76
2015,4,23,131.95
2015,4,24,129.04
2015,4,25,125.42
2015,4,26,124.35
2015,4,27,123.28
2015,4,28,121.39
2015,4,29,118.91
2015,4,30,119.46
2015,5,1,119.32
2015,5,2,116.18
2015,5,3,115.25
2015,5,4,115.86
2015,5,5,115.62
2015,5,6,114.19
2015,5,7,111.78
2015,5,8,113.9
2015,5,9,117.53
2015,5,10,117.71
2015,5,11,117.19
2015,5,12,118.92
2015,5,13,121.28
2015,5,14,122.07
2015,5,15,123.75
2015,5,16,125.45
2015,5,17,125.7
2015,5,18,125.97
2015,5,19,126.12
2015,5,20,126.19
2015,5,21,127.96
2015,5,22,127.06
2015,5,23,127.37
2015,5,24,128.55
2015,5,25,129.87
2015,5,26,126.72
2015,5,27,124.71
2015,5,28,123.25
2015,5,29,122.92
2015,5,30,120.95
2015,5,31,120.28
2015,6,1,119.26
2015,6,2,121.33
2015,6,3,119.91
2015,6,4,114.97
2015,6,5,112.85
2015,6,6,111.93
2015,6,7,112.09
2015,6,8,110.54
2015,6,9,109.1
2015,6,10,110.27
2015,6,11,114.14
2015,6,12,113.89
2015,6,13,112.96
