순번/순위,구분,label,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
815.0,자기계발,0,몸이 먼저다,8959892742,9788959892747.0,13320.0,미래의창,한근태 지음,"13,000","11,700","1,300",10%,650점,20140526.0,2621.0
816.0,자기계발,0,자제력,8996991325,9788996991328.0,3320.0,인플루엔셜(주),"가오위엔 지음, 김경숙 옮김","16,000","14,400","1,600",10%,800점,20140508.0,486.0
817.0,자기계발,0,차이를 만드는 조직,8998199025,9788998199029.0,3320.0,전략시티,"스콧 켈러 & 콜린 프라이스 지음, 서영조 옮김, 게리 해멀 서문, 맥킨지 서울사무소 감수","22,000","19,800","2,200",10%,"1,100점",20140510.0,972.0
818.0,자기계발,0,홀리첸의 마케팅 비밀코드,8957931813,9788957931813.0,3320.0,아름다운사회,"청샤오거 지음, 김지은 옮김","12,000","10,800","1,200",10%,600점,20140321.0,1646.0
819.0,자기계발,0,요청의 힘,8993027579,9788993027570.0,3320.0,올림,김찬배 지음,"13,000","11,700","1,300",10%,650점,20140317.0,549.0
820.0,자기계발,0,호날두 (2014년판),1195114435,9791195114436.0,3870.0,그리조아(GRIJOA) FC,"루카 카이올리 지음, 김택 외 옮김","13,800","12,420","1,380",10%,690점,20140222.0,208.0
821.0,자기계발,0,상자 밖에 있는 사람,8992352131,9788992352130.0,93320.0,위즈덤아카데미,"아빈저연구소 지음, 서상태 옮김","15,000","13,500","1,500",10%,150점,20161003.0,4704.0
829.0,자기계발,0,와인 천재가 된 홍대리,8963707776,9788963707778.0,13320.0,다산라이프,신성호 지음,"14,000","12,600","1,400",10%,700점,20120820.0,450.0
833.0,자기계발,0,졸업 후 내 인생,8925546086,9788925546087.0,3320.0,알에이치코리아(RHK),"제니 블레이크 지음, 이경아 옮김","13,000","11,700","1,300",10%,650점,20120217.0,74.0
838.0,자기계발,0,멋진 인생의 조건,895093129X,9788950931292.0,13320.0,21세기북스,"켄 블랜차드 & E. D. 에딩턴 & 마조리 블랜차드 지음, 노지양 옮김","12,000","10,800","1,200",10%,600점,20110513.0,46.0
842.0,자기계발,0,책임지지 않는 사회 보이지 않는 리더,8962602520,9788962602524.0,3320.0,비즈니스맵,"할란 클리블랜드 지음, 박세연 옮김","15,000","13,500","1,500",10%,750점,20101130.0,73.0
844.0,자기계발,0,꿈이 이끄는 삶,8962602075,9788962602074.0,13320.0,비즈니스맵,"조 비테일 지음, 한수영 옮김","12,000","10,800","1,200",10%,600점,20100621.0,210.0
854.0,자기계발,0,제로,1195260687,9791195260683.0,330.0,크리스마스북스,"호리에 다카후미 지음, 박재현 옮김","13,800","12,420","1,380",10%,690점,20141102.0,50.0
855.0,자기계발,0,욱하는 성질 죽이기,8992441576,9788992441575.0,3320.0,다연,"로널드 T.포터 에프론 지음, 전승로 옮김","15,000","13,500","1,500",10%,750점,20141010.0,3423.0
856.0,자기계발,0,사기꾼 증후군,8964659074,9788964659076.0,13320.0,새로운현재(메가스터디북스),"해럴드 힐먼 지음, 김고명 옮김","14,000","12,600","1,400",10%,700점,20141006.0,63.0
859.0,자기계발,0,"직장인, 딱 3개월만 책쓰기에 미쳐라",1185421173,9791185421179.0,3320.0,시너지북,이은화 지음,"16,000","14,400","1,600",10%,800점,20140923.0,121.0
860.0,자기계발,0,"괴짜 엘리트, 최고들의 일하는 법을 훔치다",8935210188,9788935210183.0,3320.0,청림출판,"김무귀 지음, 김세원 옮김","15,000","13,500","1,500",10%,750점,20140925.0,54.0
862.0,자기계발,0,호주 워킹 홀리데이 완전정복 (2014~2015 최신판),1195255896,9791195255894.0,13980.0,라의눈,"강태호 지음, 서지홍 사진","18,000","16,200","1,800",10%,900점,20140825.0,217.0
863.0,자기계발,0,마흔의 역전,118542413X,9791185424132.0,13320.0,리더스북,신동일 지음,"14,800","13,320","1,480",10%,740점,20140813.0,177.0
864.0,자기계발,0,스파이처럼 일하라,8965961254,9788965961253.0,13320.0,흐름출판,"J. C. 칼레슨 지음, 조자현 옮김","14,000","12,600","1,400",10%,700점,20140721.0,308.0
865.0,자기계발,0,디스커버리,8997729179,9788997729173.0,13320.0,레디셋고,"존 헨드릭스 지음, 이지연 옮김","15,000","13,500","1,500",10%,750점,20140731.0,63.0
866.0,자기계발,0,당신도 멘탈리스트가 될 수 있다,8967908938,9788967908935.0,13320.0,넥서스BIZ,최현우 지음,"13,800","12,420","1,380",10%,690점,20140710.0,246.0
867.0,자기계발,0,공무원이 말하는 공무원,8960514039,9788960514034.0,14300.0,부키,김미진 외 지음,"13,000","11,700","1,300",10%,650점,20140630.0,596.0
868.0,자기계발,0,돈 좀 모아본 언니는 뭐가 다른 걸까?,896086689X,9788960866898.0,13320.0,위즈덤하우스,권경민 지음,"14,000","12,600","1,400",10%,700점,20140612.0,238.0
869.0,자기계발,0,세상을 바꾸는 씨드,8993734364,9788993734362.0,13320.0,프롬북스,"슈테판 쉬르.팀 투리악 지음, 유영미 옮김, 최형욱 감수","16,800","15,120","1,680",10%,840점,20140609.0,205.0
870.0,자기계발,0,윤대현의 마음 성공,8937489244,9788937489242.0,3180.0,민음사,윤대현 지음,"14,500","13,050","1,450",10%,720점,20140523.0,492.0
871.0,자기계발,0,상처받지 않는 영혼,8998075083,9788998075088.0,3840.0,라이팅하우스,"마이클 싱어 지음, 이균형 옮김, 성해영 감수","15,000","13,500","1,500",10%,750점,20140508.0,21410.0
872.0,자기계발,0,확신의 덫,8960866628,9788960866621.0,13320.0,위즈덤하우스,"장 프랑수아 만초니 & 장 루이 바르수 지음, 이아린 옮김","18,000","16,200","1,800",10%,900점,20140326.0,513.0
873.0,자기계발,0,독특함에 미쳐라,8960781754,9788960781757.0,13190.0,휴먼앤북스(Human&Books),김병완 지음,"13,500","12,150","1,350",10%,670점,20140320.0,282.0
874.0,자기계발,0,공모전 무작정 따라하기,8966187048,9788966187041.0,13320.0,길벗,"이혁진 외 지음, KUDOS 엮음","15,800","14,220","1,580",10%,790점,20140225.0,303.0
882.0,자기계발,0,기적의 자소서 합격 사례 30,8966660479,9788966660476.0,13320.0,조선북스,조민혁 지음,"19,800","17,820","1,980",10%,990점,20130215.0,220.0
902.0,자기계발,0,실패한 사람들은 말의 8할이 부정이다,8992124724,9788992124720.0,3320.0,스마트비즈니스,"프란체스코 알베로니 지음, 정선희 옮김","11,800","10,620","1,180",10%,590점,20100515.0,184.0
905.0,자기계발,0,솔로부대 탈출매뉴얼,8990991927,9788990991928.0,13810.0,경향미디어,무한 지음,"11,800","10,620","1,180",10%,590점,20091223.0,2518.0
906.0,자기계발,0,유머 사용설명서,8955333242,9788955333244.0,13320.0,새로운제안,김달국 지음,"11,000","9,900","1,100",10%,550점,20091110.0,256.0
912.0,자기계발,0,협상 천재,8901082993,9788901082998.0,3320.0,웅진지식하우스,"디팩 맬호트라.맥스 H. 베이저먼 지음, 안진환 옮김","15,000","13,500","1,500",10%,750점,20080625.0,610.0
925.0,자기계발,0,나폴레온 힐 습관이 답이다,8960541346,9788960541344.0,13320.0,중앙경제평론사,김정수 엮음,"13,000","11,700","1,300",10%,650점,20141125.0,349.0
926.0,자기계발,0,억울하면 방법을 배워라,8954626084,9788954626088.0,3320.0,아우름(Aurum),"오자사 요시히사 지음, 박선영 옮김","14,000","12,600","1,400",10%,700점,20141103.0,34.0
928.0,자기계발,0,말하지 말고 표현하라,1185230440,9791185230443.0,3190.0,처음북스,박형욱 지음,"15,000","13,500","1,500",10%,750점,20141013.0,72.0
929.0,자기계발,0,괴테가 읽어주는 인생,8965961319,9788965961314.0,13320.0,흐름출판,"요한 볼프강 폰 괴테 지음, 데키나 오사무 엮음, 김윤경 옮김","13,000","11,700","1,300",10%,650점,20141006.0,133.0
933.0,자기계발,0,핀란드 슬로우 라이프,8959892769,9788959892761.0,3920.0,미래의창,나유리.미셸 램블린 지음,"15,000","13,500","1,500",10%,750점,20140523.0,412.0
934.0,자기계발,0,스웨덴 사람들은 왜 피곤하지 않을까,1195153848,9791195153848.0,13510.0,한빛라이프,박민선 지음,"13,000","11,700","1,300",10%,650점,20140401.0,320.0
936.0,자기계발,0,똑똑하게 사랑하고 행복하게 섹스하라,8950954974,9788950954970.0,13320.0,21세기북스,배정원 지음,"17,000","15,300","1,700",10%,850점,20140324.0,551.0
937.0,자기계발,0,"고마워, 우울증",1185020268,9791185020266.0,13510.0,비타북스,"미야지마 겐야 지음, 민경욱 옮김","13,000","11,700","1,300",10%,650점,20140325.0,725.0
939.0,자기계발,0,스냅,8997575236,9788997575237.0,13190.0,비즈니스북스,"매튜 헤르텐슈타인 지음, 강혜정 옮김","15,000","13,500","1,500",10%,750점,20140315.0,480.0
940.0,자기계발,0,마흔 살 행복한 부자 아빠의 특별한 편지,1195017634,9791195017638.0,13320.0,진서원,아파테이아 지음,"13,000","11,700","1,300",10%,650점,20140203.0,460.0
941.0,자기계발,0,당신은 사업가입니까,8925551950,9788925551951.0,13320.0,알에이치코리아(RHK),"캐럴 로스 지음, 유정식 옮김","15,000","13,500","1,500",10%,750점,20140115.0,1709.0
942.0,자기계발,0,떨지 마라 떨리게 하라,8994651063,9788994651064.0,13320.0,페가수스,길영로 지음,"16,000","14,400","1,600",10%,800점,20140110.0,398.0
943.0,자기계발,0,디베이트 가이드,8966186793,9788966186792.0,3320.0,길벗,"존 M. 에릭슨 외 지음, 서종기 옮김, 케빈 리 감수","11,000","9,900","1,100",10%,550점,20131227.0,380.0
948.0,자기계발,0,창조력 주식회사,8996366501,9788996366508.0,3320.0,아이앤유(inu),송인혁 지음,"14,000","12,600","1,400",10%,700점,20130805.0,154.0
952.0,자기계발,0,고민타파! 뒤집어라!,8994965238,9788994965239.0,13320.0,초록물고기,"마이클 헤펠 지음, 이규영 옮김","13,800","12,420","1,380",10%,690점,20130430.0,39.0
970.0,자기계발,0,"30대, 결혼하지 않고도 즐겁게 사는 법",8994390103,9788994390109.0,13320.0,티즈맵,"치키린 지음, 김윤희 옮김","13,000","11,700","1,300",10%,650점,20111022.0,181.0
973.0,자기계발,0,기적을 부르는 네트워킹,8994965033,9788994965031.0,3320.0,초록물고기,"조 스위니 지음, 배충효 옮김","14,800","13,320","1,480",10%,740점,20110715.0,52.0
974.0,자기계발,0,크러쉬 잇! Crush It,8996496545,9788996496540.0,13320.0,틔움출판,"게리 바이너척 지음, 김정희 옮김","12,000","10,800","1,200",10%,600점,20110502.0,92.0
978.0,자기계발,0,지금 여기서 당신의 인생을 메이크업하라,8991984495,9788991984493.0,13810.0,미르북스,제인 최 지음,"12,800","11,520","1,280",10%,640점,20101230.0,66.0
982.0,자기계발,0,아이디어가 걸어나오는 순간,8992647425,9788992647427.0,3320.0,쌤앤파커스,"패트릭 해리스 지음, 고은옥 옮김","13,000","11,700","1,300",10%,650점,20100628.0,107.0
984.0,자기계발,0,유쾌한 발견력,8996209880,9788996209881.0,3320.0,위너스북,"사카토 켄지 지음, 박종하 옮김","11,000","9,900","1,100",10%,550점,20100325.0,67.0
986.0,자기계발,0,하룻밤에 끝내는 면접의 키포인트 55,8960862142,9788960862142.0,13320.0,위즈덤하우스,이근면 지음,"11,000","9,900","1,100",10%,550점,20091104.0,151.0
990.0,자기계발,0,앤서니 라빈스 전집 - 전4권,8956371571,9788956371573.0,4320.0,씨앗을뿌리는사람,"앤서니 라빈스 지음, 조진형 옮김","74,000","66,600","7,400",10%,"3,700점",20090110.0,240.0
991.0,자기계발,0,위너스 매뉴얼 52,8925531356,9788925531359.0,3320.0,랜덤하우스코리아,"나카지마 다카시 지음, 김정환 옮김","10,000","9,000","1,000",10%,500점,20081225.0,140.0
997.0,자기계발,0,둔감력,8995992107,9788995992104.0,3800.0,형설라이프,"와타나베 준이치 지음, 정대형 옮김","11,000","9,900","1,100",10%,550점,20070910.0,709.0
2.0,자기계발,1,상처받을 용기,8960867462,9788960867468.0,13320.0,위즈덤하우스,이승민 지음,"11,800","10,620","1,180",10%,590점,20141125.0,2885.0
6.0,자기계발,1,회장님의 글쓰기,1157060226,9791157060221.0,3320.0,메디치미디어,강원국 지음,"16,000","14,400","1,600",10%,800점,20141210.0,1785.0
7.0,자기계발,1,처신,8925554682,9788925554686.0,3320.0,알에이치코리아(RHK),이남훈 지음,"13,000","11,700","1,300",10%,650점,20141127.0,583.0
12.0,자기계발,1,사지 않는 습관,1195305818,9791195305810.0,13320.0,올댓북스,"가네코 유키코 지음, 정지영 옮김","12,000","10,800","1,200",10%,600점,20141120.0,1681.0
13.0,자기계발,1,"한 줄의 기적, 감사일기",8965702275,9788965702276.0,3320.0,쌤앤파커스,양경윤 지음,"14,000","12,600","1,400",10%,700점,20141205.0,1661.0
18.0,자기계발,1,[올리브] Present,5182356005,2515182356008.0,13320.0,한즈미디어(한스미디어),최인철 지음,"15,000","13,500","1,500",10%,750점,20141205.0,285.0
23.0,자기계발,1,결단이 필요한 순간,8998660156,9788998660154.0,3320.0,센추리원,김낙회 지음,"15,000","13,500","1,500",10%,750점,20141208.0,224.0
26.0,자기계발,1,우주비행사의 지구생활 안내서,8966188494,9788966188499.0,3320.0,더퀘스트,"크리스 해드필드 지음, 노태복 옮김","14,500","13,050","1,450",10%,720점,20141124.0,229.0
30.0,자기계발,1,차라리 죽지 그래,8971904682,9788971904688.0,13320.0,인벤션,남정욱 지음,"14,000","12,600","1,400",10%,700점,20141106.0,248.0
31.0,자기계발,1,[브라운] Present,5182356021,2515182356022.0,13320.0,한즈미디어(한스미디어),최인철 지음,"15,000","13,500","1,500",10%,750점,20141205.0,201.0
33.0,자기계발,1,365 공부 비타민,896086739X,9788960867390.0,13190.0,위즈덤하우스,한재우 지음,"12,800","11,520","1,280",10%,640점,20141110.0,1609.0
34.0,자기계발,1,생각만 하다가 놓쳐버리는 인생의 소중한 것들,8982500618,9788982500619.0,13320.0,타래,"바이징샹 지음, 주은주 옮김","15,000","13,500","1,500",10%,750점,20141201.0,144.0
47.0,자기계발,1,300 프로젝트,1185952055,9791185952055.0,13190.0,카시오페아,조연심.김태진 지음,"13,000","11,700","1,300",10%,650점,20141120.0,196.0
54.0,자기계발,1,왜 나는 기회에 집중하는가,1130604314,9791130604312.0,13190.0,다산북스,"미키 타케노부 지음, 김윤수 옮김","13,000","11,700","1,300",10%,650점,20141205.0,220.0
56.0,자기계발,1,여자의 인간관계,1195196628,9791195196623.0,13190.0,눈코입,"미즈시마 히로코 지음, 박선영 옮김","13,000","11,700","1,300",10%,650점,20141205.0,236.0
60.0,자기계발,1,쿨하게 생존하라,115675528X,9791156755289.0,3320.0,모멘텀,김호 지음,"12,800","11,520","1,280",10%,640점,20141205.0,1117.0
61.0,자기계발,1,결정적 질문,118578506X,9791185785066.0,13320.0,인사이트앤뷰,"다니하라 마코토 지음, 노경아 옮김","12,000","10,800","1,200",10%,600점,20141112.0,462.0
67.0,자기계발,1,여자에게 공부가 필요할 때,1195012586,9791195012589.0,13190.0,카시오페아,김애리 지음,"14,000","12,600","1,400",10%,700점,20140718.0,1498.0
76.0,자기계발,1,3개월 안에 유창해지는 법,8952772210,9788952772213.0,3320.0,알키,"베니 루이스 지음, 신예경 옮김","13,000","11,700","1,300",10%,650점,20141125.0,213.0
81.0,자기계발,1,끝까지 하는 힘,8996439371,9788996439370.0,13320.0,판테온하우스,김이율 지음,"6,100","5,490",610,10%,300점,20101008.0,996.0
83.0,자기계발,1,청년장사꾼,113060439X,9791130604398.0,13320.0,다산북스,김윤규.청년장사꾼 지음,"14,000","12,600","1,400",10%,700점,20141222.0,856.0
93.0,자기계발,1,하드씽,1157231322,9791157231324.0,3320.0,36.5,"벤 호로위츠 지음, 안진환 옮김","17,000","15,300","1,700",10%,850점,20141205.0,795.0
100.0,자기계발,1,관계는 마음이다,1155400275,9791155400272.0,3180.0,추수밭(청림출판),박성만 지음,"13,000","11,700","1,300",10%,650점,20141128.0,151.0
101.0,자기계발,1,월요일의 그녀에게,8925554518,9788925554518.0,3810.0,랜덤하우스코리아,임경선 지음,"12,000","10,800","1,200",10%,600점,20141117.0,516.0
106.0,자기계발,1,힐링 팩터,899465108X,9788994651088.0,3510.0,페가수스,"어윈 스톤 지음, 하병근 외 옮김","18,000","16,200","1,800",10%,900점,20141215.0,373.0
112.0,자기계발,1,운명을 열다,1195415907,9791195415908.0,13190.0,힐링스쿨,하늘산 지음,"15,000","13,500","1,500",10%,750점,20141225.0,1501.0
113.0,자기계발,1,선택하는 힘,8952772202,9788952772206.0,13180.0,지식너머,이남석 지음,"13,000","11,700","1,300",10%,650점,20141125.0,296.0
115.0,자기계발,1,PD 고전을 탐하다,8996924040,9788996924043.0,13320.0,경향BP,고영규 지음,"4,000","3,600",400,10%,200점,20121022.0,532.0
118.0,자기계발,1,9할,8998946394,9788998946395.0,13190.0,담앤북스,마스노 슌묘 지음,"13,000","11,700","1,300",10%,650점,20141128.0,373.0
119.0,자기계발,1,생각이 실력이다,1195372906,9791195372904.0,3320.0,솔트앤씨드,"야베 마사아키 지음, 이예숙 옮김","12,000","10,800","1,200",10%,600점,20141114.0,148.0
