순번/순위,구분,label,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
120.0,자기계발,1,판세를 읽는 승부사 조조,8960866997,9788960866997.0,13320.0,위즈덤하우스,"자오위핑 지음, 박찬철 옮김","16,000","14,400","1,600",10%,800점,20140808.0,1253.0
121.0,자기계발,1,공간의 위로,8931007809,9788931007800.0,13320.0,문예출판사,"소린 밸브스 지음, 윤서인 옮김","14,000","12,600","1,400",10%,700점,20140730.0,592.0
124.0,자기계발,1,당신의 연애는 위험하다,1157030289,9791157030286.0,13190.0,동양북스(동양문고),최정 지음,"13,000","11,700","1,300",10%,650점,20141020.0,200.0
127.0,자기계발,1,첫눈에 반하지 마라,8952229533,9788952229533.0,13590.0,살림,이경원 지음,"12,000","10,800","1,200",10%,600점,20141017.0,294.0
128.0,자기계발,1,사장의 도리,1130604020,9791130604022.0,13320.0,다산북스,"이나모리 가즈오 지음, 김윤경 옮김","13,000","11,700","1,300",10%,650점,20141017.0,390.0
130.0,자기계발,1,두들 레벌루션,1185423214,9791185423210.0,13320.0,아르고나인미디어그룹,"수니 브라운 지음, 김아림 옮김","10,000","9,000","1,000",10%,500점,20140930.0,219.0
133.0,자기계발,1,이카루스 이야기,8947529451,9788947529457.0,13320.0,한국경제신문,"세스 고딘 지음, 박세연 옮김","14,000","12,600","1,400",10%,700점,20140115.0,3141.0
136.0,자기계발,1,한국형 장사의 神,8965701937,9788965701934.0,3320.0,쌤앤파커스,김유진 지음,"15,000","13,500","1,500",10%,750점,20140314.0,1948.0
155.0,자기계발,1,무엇이 행동하게 하는가,893496815X,9788934968153.0,3320.0,김영사,"유리 그니지 & 존 리스트 지음, 안기순 옮김","16,000","14,400","1,600",10%,800점,20140609.0,838.0
156.0,자기계발,1,"엘론 머스크, 대담한 도전",8997575244,9788997575244.0,3320.0,비즈니스북스,"다케우치 가즈마사 지음, 이수형 옮김","14,000","12,600","1,400",10%,700점,20140415.0,1970.0
157.0,자기계발,1,하버드의 생각수업,8964655826,9788964655825.0,3320.0,엔트리(메가스터디북스),"후쿠하라 마사히로 지음, 김정환 옮김","14,000","12,600","1,400",10%,700점,20140310.0,2609.0
158.0,자기계발,1,새로 만든 내몸 사용설명서,8934966378,9788934966371.0,13510.0,김영사,"마이클 로이젠, 메맷 오즈 지음, 유태우 옮김","16,000","14,400","1,600",10%,800점,20140214.0,3524.0
165.0,자기계발,1,부하직원이 말하지 않는 진실,8997263803,9788997263806.0,3320.0,책비,박태현 지음,"14,000","12,600","1,400",10%,700점,20140827.0,832.0
166.0,자기계발,1,시골의사 박경철의 청소년을 위한 자기혁명,1185424156,9791185424156.0,13320.0,리더스북,박경철 지음,"12,000","10,800","1,200",10%,600점,20140818.0,1077.0
167.0,자기계발,1,중국 천재가 된 홍 대리 2,1130603253,9791130603254.0,14320.0,다산라이프,김만기.박보현 지음,"14,000","12,600","1,400",10%,700점,20140620.0,557.0
172.0,자기계발,1,장사하라,896030400X,9788960304000.0,13320.0,황금부엉이,이상준 지음,"14,800","13,320","1,480",10%,740점,20140922.0,195.0
175.0,자기계발,1,남겨야 산다,8947529818,9788947529815.0,3320.0,한국경제신문,"이나모리 가즈오 지음, 양준호 옮김","13,000","11,700","1,300",10%,650점,20141020.0,348.0
176.0,자기계발,1,당신이 얼마나 잘하는가는 문제가 아니다 얼마나 잘하고 싶어 하는지가 문제다,119526061X,9791195260614.0,13320.0,크리스마스북스,"폴 아덴 지음, 권혜아 옮김","12,000","10,800","1,200",10%,600점,20140930.0,87.0
177.0,자기계발,1,나는 내가 아픈 줄도 모르고,8959373621,9788959373628.0,3180.0,나무생각,"가토 다이조 지음, 이정환 옮김","13,800","12,420","1,380",10%,690점,20140806.0,1044.0
178.0,자기계발,1,느리게 더 느리게 2,8992441525,9788992441520.0,13320.0,다연,"츠샤오촨 지음, 정세경 옮김","15,000","13,500","1,500",10%,750점,20140609.0,468.0
179.0,자기계발,1,새롭지 않은 새로움에게 새로움의 길을 묻다,8999703886,9788999703881.0,3190.0,학지사,임웅 지음,"14,000","12,600","1,400",10%,420점,20140630.0,556.0
180.0,자기계발,1,마틴 셀리그만의 긍정심리학,8981103194,9788981103194.0,3180.0,물푸레,"마틴 셀리그만 지음, 김인자.우문식 옮김","21,800","19,620","2,180",10%,"1,090점",20140403.0,6499.0
181.0,자기계발,1,심플하게 산다 2,8955616899,9788955616897.0,13320.0,바다출판사,"도미니크 로로 지음, 임영신 엮음","12,000","10,800","1,200",10%,600점,20140314.0,1348.0
182.0,자기계발,1,픽업아티스트 연애의 기술 (밀당의 기술),1185609121,9791185609126.0,3180.0,책과나무,kenshin 지음,"18,000","16,200","1,800",10%,900점,20140303.0,1304.0
185.0,자기계발,1,끌리는 얼굴은 무엇이 다른가,8901166356,9788901166353.0,3320.0,엘도라도,"데이비드 페렛 지음, 박여진 옮김","16,800","15,120","1,680",10%,840점,20141020.0,166.0
186.0,자기계발,1,무인양품은 90%가 구조다,1156755255,9791156755258.0,13320.0,푸른숲,"마쓰이 타다미쓰 지음, 민경욱 옮김","12,800","11,520","1,280",10%,640점,20141010.0,2514.0
187.0,자기계발,1,창의성을 지휘하라,8937834642,9788937834646.0,3320.0,와이즈베리,"에드 캣멀.에이미 월러스 지음, 윤태경 옮김","16,800","15,120","1,680",10%,840점,20140916.0,4233.0
188.0,자기계발,1,어떤 사람이 최고의 자리에 오르는가,8994013822,9788994013824.0,13320.0,토네이도,"존 네핑저.매튜 코헛 지음, 박수성 옮김","15,000","13,500","1,500",10%,750점,20140526.0,1622.0
196.0,자기계발,1,아웃 오브 박스,899244155X,9788992441551.0,3320.0,다연,오상진 지음,"15,000","13,500","1,500",10%,750점,20140910.0,223.0
197.0,자기계발,1,어떻게 배울 것인가,8997575198,9788997575190.0,13190.0,비즈니스북스,"존 맥스웰 지음, 박산호 옮김","15,000","13,500","1,500",10%,750점,20140115.0,2176.0
803.0,자기계발,0,조금 다른 지구마을 여행,895913676X,9788959136766.0,3810.0,예담,이동원 지음,"13,800","12,420","1,380",10%,690점,20120503.0,173.0
805.0,자기계발,0,내 인생 최고의 쇼,8934956674,9788934956679.0,3840.0,김영사,"키티 켈리 지음, 이은주 옮김","12,000","10,800","1,200",10%,600점,20120330.0,49.0
812.0,자기계발,0,스티브 잡스의 세상을 바꾼 기적의 명상법 (책 + 명상 CD 2장),8997213105,9788997213108.0,13320.0,산호와진주,뉴메디테이션.휴먼스토리 지음,"18,000","16,200","1,800",10%,900점,20111121.0,240.0
818.0,자기계발,0,리더의 교과서,893495180X,9788934951803.0,3320.0,김영사,"가와무라 신지 지음, 정선우 옮김","13,000","11,700","1,300",10%,650점,20110715.0,54.0
824.0,자기계발,0,월 스트리트에서 세상을 기록하다,8978912648,9788978912648.0,3810.0,큰나무,문혜원 지음,"8,000","7,200",800,10%,400점,20110328.0,157.0
834.0,자기계발,0,리더의 자기혁신,895092191X,9788950921910.0,13320.0,21세기북스,"헤르미니아 이바라 외 지음, 김정혜 옮김","15,000","13,500","1,500",10%,750점,20100115.0,138.0
838.0,자기계발,0,우리에게는 사랑이 필요하다,8925533022,9788925533025.0,3840.0,랜덤하우스코리아,"텐진 갸초(달라이 라마) 지음, 라지브 메호르트라 엮음, 진현종 옮김","12,000","10,800","1,200",10%,600점,20090618.0,143.0
839.0,자기계발,0,SQ 사회지능,8901060744,9788901060743.0,3320.0,웅진지식하우스,"다니엘 골먼 지음, 장석훈 옮김, 현대경제연구원 감수","25,000","22,500","2,500",10%,"1,250점",20061020.0,355.0
845.0,자기계발,0,당신이 나를 위한 바로 그 사람인가요,8958915978,9788958915973.0,3180.0,학지사,"바바라 드 앤젤리스 지음, 서영석 옮김","14,000","12,600","1,400",10%,700점,20080118.0,943.0
853.0,자기계발,0,나를 행복하게 만드는 배려의 심리,8977182603,9788977182608.0,3180.0,오늘의책,"가토 다이조 지음, 양경미 옮김","10,000","9,000","1,000",10%,500점,20060406.0,179.0
864.0,자기계발,0,좌선을 권하다,8998266113,9788998266110.0,13190.0,엑스오북스,"히라이 쇼슈 지음, 박재현 옮김","13,000","11,700","1,300",10%,650점,20141015.0,55.0
865.0,자기계발,0,스탠퍼드 대학의 디자인 씽킹 강의 노트,8998831082,9788998831080.0,3190.0,인서트,"리팅이 외 지음, 송은진 옮김","12,000","10,800","1,200",10%,600점,20140915.0,331.0
866.0,자기계발,0,마음을 움직이는 한 줄의 카피 쓰기,896060349X,9788960603493.0,13810.0,원앤원북스,박상훈 지음,"15,000","13,500","1,500",10%,750점,20140825.0,138.0
867.0,자기계발,0,꿈꾸며 살아도 괜찮아,897504615X,9788975046155.0,13300.0,함께북스,서동식 지음,"14,000","12,600","1,400",10%,700점,20140820.0,81.0
868.0,자기계발,0,직장인 글쓰기의 모든 것,8972808709,9788972808701.0,13320.0,대림북스,송숙희 지음,"13,000","11,700","1,300",10%,650점,20140905.0,65.0
869.0,자기계발,0,회복력의 7가지 기술,8981103216,9788981103217.0,3180.0,물푸레,"캐런 레이비치 & 앤드류 샤테 지음, 우문식.윤상운 옮김","19,800","17,820","1,980",10%,990점,20140822.0,282.0
870.0,자기계발,0,틈,1195260652,9791195260652.0,3320.0,크리스마스북스,황인선 지음,"13,800","12,420","1,380",10%,690점,20140825.0,130.0
871.0,자기계발,0,나는 절대 외모에 집착하지 않는다,899092684X,9788990926845.0,13190.0,부광,"미즈시마 히로코 지음, 김영주 옮김","12,000","10,800","1,200",10%,600점,20140808.0,88.0
872.0,자기계발,0,퍼펙트 타이밍,8954625452,9788954625456.0,13320.0,아템포,"스튜어트 앨버트 지음, 유지훈 옮김, 최성락 감수","17,000","15,300","1,700",10%,850점,20140811.0,89.0
873.0,자기계발,0,하루 5분 공주 프로젝트,8958043873,9788958043874.0,13320.0,반디출판사,"유키카와 레이미 지음, 송소영 옮김","13,000","11,700","1,300",10%,650점,20140803.0,61.0
874.0,자기계발,0,불패의 리더 이순신,8990229421,9788990229427.0,3320.0,하늘재,윤영수 지음,"13,000","11,700","1,300",10%,650점,20140801.0,327.0
875.0,자기계발,0,윈,8925553511,9788925553511.0,3320.0,알에이치코리아(RHK),이진우 지음,"13,000","11,700","1,300",10%,650점,20140804.0,48.0
876.0,자기계발,0,다시 시작하게 하는 힘,1157230679,9791157230679.0,13320.0,36.5,"앤디 앤드루스 지음, 김미진 옮김","16,000","14,400","1,600",10%,800점,20140730.0,64.0
877.0,자기계발,0,김동현의 멘탈수업,8993784280,9788993784282.0,13180.0,인간희극,"김동현 지음, 김대환.정용준 정리","12,000","10,800","1,200",10%,600점,20140804.0,579.0
878.0,자기계발,0,라이프 코드,8965702178,9788965702177.0,3320.0,쌤앤파커스,"필 맥그로 지음, 배현 옮김","15,000","13,500","1,500",10%,750점,20140725.0,178.0
879.0,자기계발,0,씨익 웃고 쓰윽 하자,1185791000,9791185791005.0,3320.0,카네기연구소(성공전략연구소),최염순 지음,"15,000","13,500","1,500",10%,750점,20140707.0,84.0
880.0,자기계발,0,"어땠어, 좋았어?",8901165430,9788901165431.0,13320.0,썸,박훈희 지음,"14,000","12,600","1,400",10%,700점,20140707.0,118.0
881.0,자기계발,0,나는 무적의 회사원이다,8994120831,9788994120836.0,13320.0,한빛비즈,손성곤 지음,"15,000","13,500","1,500",10%,750점,20140620.0,190.0
882.0,자기계발,0,"따뜻한 리더, 교황 프란치스코",8926396657,9788926396650.0,13880.0,서울문화사,"안드레아 토르니엘리 지음, 이순미 옮김","13,500","12,150","1,350",10%,670점,20140701.0,68.0
883.0,자기계발,0,지금 당장 기획공부 시작하라,8994120815,9788994120812.0,13320.0,한빛비즈,박경수 지음,"18,500","16,650","1,850",10%,920점,20140616.0,251.0
884.0,자기계발,0,협상의 10계명,118528902X,9791185289021.0,3320.0,아이지엠세계경영연구원(IGMbooks),전성철.최철규 지음,"13,000","11,700","1,300",10%,650점,20140531.0,207.0
885.0,자기계발,0,세계 최고의 MBA는 무엇을 가르치는가,8954624936,9788954624930.0,3320.0,싱긋,"사토 지에 지음, 황선종 옮김","13,800","12,420","1,380",10%,690점,20140609.0,376.0
886.0,자기계발,0,말의 심리학,8997790803,9788997790807.0,13190.0,스타북스,장하영 지음,"14,000","12,600","1,400",10%,700점,20140530.0,63.0
887.0,자기계발,0,픽업아티스트가 전하는 유혹의 정석,8959593923,9788959593927.0,13320.0,한솜미디어(띠앗),에이맨 지음,"15,000","13,500","1,500",10%,750점,20140515.0,91.0
888.0,자기계발,0,트리플 패키지,8937834545,9788937834547.0,13320.0,와이즈베리,"에이미 추아.제드 러벤펠드 지음, 이영아 옮김","16,000","14,400","1,600",10%,800점,20140520.0,351.0
889.0,자기계발,0,7분간의 기적,8965702062,9788965702061.0,3320.0,쌤앤파커스,오세웅 지음,"15,000","13,500","1,500",10%,750점,20140515.0,163.0
890.0,자기계발,0,콘트래리언,8997743120,9788997743124.0,3320.0,진성북스,이신영 지음,"17,000","15,300","1,700",10%,850점,20140609.0,195.0
891.0,자기계발,0,기적의 직무 코칭,8966660959,9788966660957.0,13320.0,조선북스,이윤석 지음,"16,800","15,120","1,680",10%,840점,20140421.0,181.0
892.0,자기계발,0,유머의 기술,8952228472,9788952228475.0,4080.0,살림,이상훈 지음,"4,800","4,320",480,10%,240점,20140328.0,108.0
893.0,자기계발,0,내 인생의 따뜻한 말 한마디,1195214316,9791195214310.0,14030.0,별글,별글 편집부 엮음,"12,000","10,800","1,200",10%,600점,20140320.0,156.0
894.0,자기계발,0,스스로 살아가는 힘,8984057444,9788984057449.0,13320.0,더난출판사,문요한 지음,"15,000","13,500","1,500",10%,750점,20140402.0,993.0
895.0,자기계발,0,허니문 이펙트,K082434579,9788998895037.0,3190.0,미래시간,"브루스 H. 립튼 지음, 정민영 외 옮김","14,800","13,320","1,480",10%,740점,20140319.0,1412.0
896.0,자기계발,0,리더처럼 질문하라,8947529516,9788947529518.0,13320.0,프런티어,노경목.김보라 외 지음,"15,000","13,500","1,500",10%,750점,20140310.0,80.0
897.0,자기계발,0,유쾌한 창조자 : 자각 편,8996047392,9788996047391.0,3320.0,나비랑북스,"제리 힉스 & 에스더 힉스 지음, 박행국 외 옮김","15,000","13,500","1,500",10%,750점,20140219.0,2156.0
898.0,자기계발,0,천연 VS 합성 똑소리 나는 비타민 선택법,8997484273,9788997484270.0,13510.0,전나무숲,"브라이언 R. 클레멘트 지음, 김소정 옮김","12,000","10,800","1,200",10%,600점,20140117.0,450.0
900.0,자기계발,0,승려와 수수께끼,K572638246,9788997453177.0,3320.0,이콘,"랜디 코미사 지음, 신철호 옮김","15,000","13,500","1,500",10%,750점,20131125.0,542.0
901.0,자기계발,0,WANT 내가 꿈꾸는 직업,8964654471,9788964654477.0,43320.0,엔트리(메가스터디북스),권태훈.현수민.하태민 지음,"18,000","16,200","1,800",10%,900점,20131115.0,346.0
902.0,자기계발,0,페이스북 장사의 신,8996592986,9788996592983.0,13320.0,블로터앤미디어,김철환 지음,"15,000","13,500","1,500",10%,750점,20131028.0,204.0
904.0,자기계발,0,네 가지 질문,8989590396,9788989590392.0,3840.0,침묵의향기,"바이런 케이티·스티븐 미첼 지음, 김윤 옮김","15,000","13,500","1,500",10%,750점,20130917.0,5322.0
905.0,자기계발,0,강의를 살리는 스팟 테크닉 101,8996334022,9788996334026.0,13370.0,한국리더십센터(KLCP),이영민 지음,"13,800","12,420","1,380",10%,690점,20130825.0,135.0
914.0,자기계발,0,사회복지사가 말하는 사회복지사,8960513059,9788960513051.0,14300.0,부키,김세진 외 지음,"13,000","11,700","1,300",10%,650점,20130426.0,2442.0
916.0,자기계발,0,승자의 스피치,8994792627,9788994792620.0,13320.0,팬덤북스,윌리엄 장 지음,"5,000","4,500",500,10%,250점,20130420.0,48.0
922.0,자기계발,0,리츄얼,8952222822,9788952222824.0,13320.0,살림Biz,신병철 지음,"13,000","11,700","1,300",10%,650점,20121217.0,801.0
927.0,자기계발,0,끌어당김,8997717111,9788997717118.0,13320.0,더스타일,나폴레온 힐 지음,"13,000","11,700","1,300",10%,650점,20120907.0,94.0
932.0,자기계발,0,뇌를 속이는 시험공부,8995994991,9788995994993.0,43370.0,행복포럼,"이케가야 유지 지음, 하현성 옮김","12,800","11,520","1,280",10%,640점,20120516.0,638.0
949.0,자기계발,0,미국 대학의 법칙 : 마스터플랜 편,8925542692,9788925542690.0,13370.0,두앤비컨텐츠(랜덤하우스코리아),박종환 지음,"11,000","9,900","1,100",10%,550점,20110426.0,210.0
951.0,자기계발,0,안나여 저게 코츠뷰의 불빛이다,8994120149,9788994120140.0,13320.0,한빛비즈,"우에무라 나오미 지음, 김윤희 옮김","14,000","12,600","1,400",10%,700점,20110323.0,231.0
955.0,자기계발,0,국제학회 영어표현,8957411747,9788957411742.0,93510.0,대한나래출판사,C.S. Langham 지음,"20,000","20,000",0,0%,"1,000점",20100115.0,212.0
958.0,자기계발,0,악녀의 협상법,8992131283,9788992131285.0,3320.0,이아소,"다카스기 히사타카 지음, 정택상 옮김","12,000","10,800","1,200",10%,600점,20100325.0,106.0
961.0,자기계발,0,기적의 입버릇,8961881396,9788961881395.0,3320.0,중앙books(중앙북스),"사토 도미오 지음, 이석순 옮김","10,000","9,000","1,000",10%,500점,20100203.0,571.0
962.0,자기계발,0,시에서 아이디어를 얻다,8990872812,9788990872814.0,3320.0,흐름출판,황인원 지음,"13,000","11,700","1,300",10%,650점,20100129.0,303.0
969.0,자기계발,0,머니 시크릿,8960780413,9788960780415.0,3320.0,휴먼앤북스(Human&Books),"조 비테일 지음, 이경식 옮김","12,000","10,800","1,200",10%,600점,20080705.0,138.0
972.0,자기계발,0,"10년 후, 나를 디자인한다",8991844561,9788991844568.0,43320.0,동아엠앤비,과학동아 지음,"12,000","10,800","1,200",10%,600점,20071201.0,942.0
978.0,자기계발,0,희망을 찾아서 7,8950909871,9788950909871.0,3320.0,21세기북스,"알렉스 로비라 셀마 지음, 송병선 옮김","10,000","9,000","1,000",10%,500점,20061110.0,306.0
979.0,자기계발,0,지혜로운 킬러,890105485X,9788901054858.0,3810.0,갤리온,이정숙 지음,"9,500","8,550",950,10%,470점,20060117.0,438.0
985.0,자기계발,0,대화의 심리학,8950905620,9788950905620.0,13320.0,21세기북스,"더글러스 스톤 외 지음, 김영신 옮김","12,000","10,800","1,200",10%,600점,20030623.0,1685.0
991.0,자기계발,0,네안데르탈인의 그림자,8955610025,9788955610024.0,3320.0,바다출판사,"데이비스 허친스 지음, 김철인 옮김","7,500","6,750",750,10%,370점,20010925.0,1213.0
993.0,자기계발,0,하루 24시간 어떻게 살 것인가,8908061495,9788908061491.0,4330.0,범우사,"아널드 베넷 지음, 이은순 옮김","4,900","4,410",490,10%,240점,19951030.0,3889.0
995.0,자기계발,0,코끼리를 울린 옥토끼,8998490005,9788998490003.0,3190.0,행림미디어,강승원 지음,"11,000","9,900","1,100",10%,550점,20140928.0,47.0
996.0,자기계발,0,하버드 인생 수업,8984074500,9788984074507.0,3320.0,세종(세종서적),"데이지 웨이드먼 지음, 안명희 옮김","13,000","11,700","1,300",10%,650점,20140930.0,49.0
997.0,자기계발,0,리얼스펙,1170060293,9791170060291.0,13320.0,Storehouse,박장호 지음,"13,000","11,700","1,300",10%,650점,20140924.0,117.0
998.0,자기계발,0,군대는 군대다,1195211600,9791195211609.0,13190.0,창작공간 필꽃,이성은 지음,"12,800","11,520","1,280",10%,640점,20140905.0,31.0
999.0,자기계발,0,내 인생의 첨가제,1195323913,9791195323913.0,13320.0,더클,이현동 지음,"13,000","11,700","1,300",10%,650점,20140904.0,32.0
1000.0,자기계발,0,취업 체크리스트,1195017669,9791195017669.0,13320.0,진서원,표형종 지음,"15,000","13,500","1,500",10%,750점,20140905.0,64.0
15.0,자기계발,1,나를 지켜낸다는 것,8960866598,9788960866591.0,13320.0,위즈덤하우스,"팡차오후이 지음, 박찬철 옮김","15,000","13,500","1,500",10%,750점,20140228.0,3294.0
30.0,자기계발,1,알리바바 마윈의 12가지 인생 강의,1155421868,9791155421864.0,13320.0,매일경제신문사,"장옌 지음, 김신호 옮김, 현문학 감수","16,000","14,400","1,600",10%,800점,20141107.0,1966.0
33.0,자기계발,1,그때 장자를 만났다,896596136X,9788965961369.0,13320.0,흐름출판,강상구 지음,"15,000","13,500","1,500",10%,750점,20141121.0,1625.0
40.0,자기계발,1,관계가 결과를 바꾼다,8997379534,9788997379538.0,3320.0,어크로스,"앤드루 소벨 & 제럴드 파나스 지음, 안진환 옮김","14,000","12,600","1,400",10%,700점,20141031.0,343.0
41.0,자기계발,1,손해 보지 않고 사는 법,8950929732,9788950929732.0,13320.0,21세기북스,"마르쿠스 숄메이어 지음, 배명자 옮김","12,000","10,800","1,200",10%,600점,20110302.0,325.0
42.0,자기계발,1,사람공부,8901165244,9788901165240.0,13320.0,엘도라도,"진웨준 지음, 황선영.한혜성 옮김","14,000","12,600","1,400",10%,700점,20140616.0,588.0
56.0,자기계발,1,후회없는 나를 위한 40가지,8950922827,9788950922825.0,3320.0,21세기북스,"엘리자베스 루카스 지음, 이지혜 옮김","12,000","10,800","1,200",10%,600점,20100325.0,245.0
65.0,자기계발,1,인생의 축제가 시작되는 정리의 발견,8984057797,9788984057791.0,13320.0,더난출판사,"곤도 마리에 지음, 홍성민 옮김","13,000","11,700","1,300",10%,650점,20141105.0,649.0
82.0,자기계발,1,퍼펙트 워크,1130601005,9791130601007.0,13320.0,다산북스,왕중추.주신위에 지음,"15,000","13,500","1,500",10%,750점,20140106.0,2221.0
89.0,자기계발,1,내 인생을 바꾼 29통의 편지,8950933020,9788950933029.0,3320.0,21세기북스,"후쿠시마 마사노부 지음, 유윤한 옮김","12,000","10,800","1,200",10%,600점,20110929.0,166.0
96.0,자기계발,1,관계 정리가 힘이다,8960866725,9788960866720.0,13320.0,위즈덤하우스,윤선현 지음,"15,000","13,500","1,500",10%,750점,20140425.0,1137.0
100.0,자기계발,1,머물고 싶은 남자 떠나고 싶은 여자,8984318515,9788984318519.0,3180.0,휴(休),이우경.김수동 지음,"15,000","13,500","1,500",10%,750점,20141030.0,555.0
103.0,자기계발,1,MIT 리더십센터 말하기 특강,8956592306,9788956592305.0,13320.0,예문,"비카스 고팔 징그란 지음, 배충효 옮김","13,500","12,150","1,350",10%,670점,20140701.0,376.0
106.0,자기계발,1,신데렐라의 유리구두는 전략이었다,8950920875,9788950920876.0,3810.0,21세기북스,곽정은 지음,"12,000","10,800","1,200",10%,600점,20091016.0,1002.0
113.0,자기계발,1,다큐처럼 일하고 예능처럼 신나게,892780581X,9788927805816.0,3320.0,중앙books(중앙북스),정덕현 지음,"13,000","11,700","1,300",10%,650점,20141105.0,493.0
120.0,자기계발,1,습관의 재발견,8997575333,9788997575336.0,13190.0,비즈니스북스,"스티븐 기즈 지음, 구세희 엮음","13,000","11,700","1,300",10%,650점,20141125.0,11081.0
124.0,자기계발,1,"반기문, 나는 일하는 사무총장입니다",8934969288,9788934969280.0,13320.0,김영사,남정호 지음,"11,800","10,620","1,180",10%,590점,20141101.0,181.0
135.0,자기계발,1,시간을 팔지 마라,8996156981,9788996156987.0,13320.0,티즈맵,"이즈카 데쓰야 지음, 지희정 옮김","9,500","8,550",950,10%,470점,20091031.0,174.0
137.0,자기계발,1,마시멜로 두 번째 이야기,8950944359,9788950944353.0,13320.0,21세기북스,"호아킴 데 포사다.엘렌 싱어 지음, 공경희 옮김","13,000","11,700","1,300",10%,650점,20130621.0,972.0
139.0,자기계발,1,[레드] Present,5182356013,2515182356015.0,13320.0,한즈미디어(한스미디어),최인철 지음,"15,000","13,500","1,500",10%,750점,20141205.0,443.0
145.0,자기계발,1,"14살, 그때 꿈이 나를 움직였다",899328542X,9788993285420.0,3810.0,다산에듀,최정화 지음,"12,000","10,800","1,200",10%,600점,20081016.0,2122.0
148.0,자기계발,1,리더십의 딜레마,8950919516,9788950919511.0,13320.0,21세기북스,"워렌 베니스 지음, 김정혜 옮김","15,000","13,500","1,500",10%,750점,20090722.0,224.0
151.0,자기계발,1,왜 회사에서는 이상한 사람이 승진할까?,8997575325,9788997575329.0,13190.0,비즈니스북스,"제프리 제임스 지음, 문수민 옮김","13,500","12,150","1,350",10%,670점,20141030.0,168.0
157.0,자기계발,1,인생의 재발견,8925547325,9788925547329.0,13320.0,알에이치코리아(RHK),"하르트무트 라데볼트 & 힐데가르트 라데볼트 지음, 유영미 옮김, 하정화 감수","13,000","11,700","1,300",10%,650점,20120731.0,196.0
159.0,자기계발,1,행복의 연금술,8950922835,9788950922832.0,3320.0,21세기북스,"엘리자베스 루카스 지음, 이지혜 옮김","13,000","11,700","1,300",10%,650점,20100325.0,129.0
161.0,자기계발,1,365일 스티브 잡스 명언록,8997213202,9788997213207.0,14320.0,미르북스,휴먼스토리 지음,"5,500","4,950",550,10%,270점,20120110.0,480.0
163.0,자기계발,1,부를 부르는 위대한 명언,8991984169,9788991984165.0,3320.0,미르북스,명언발굴연구회 지음,"10,000","9,000","1,000",10%,500점,20080925.0,166.0
164.0,자기계발,1,김병완의 책 쓰기 혁명,8954626343,9788954626347.0,13190.0,아템포,김병완 지음,"15,000","13,500","1,500",10%,750점,20141114.0,521.0
168.0,자기계발,1,나는 어떻게 일하는가,1156330327,9791156330325.0,3320.0,다른,"비즈 스톤 지음, 유향란 옮김","15,000","13,500","1,500",10%,750점,20141110.0,147.0
172.0,자기계발,1,인생독학,8968330344,9788968330346.0,3810.0,허밍버드,권희린 지음,"13,800","12,420","1,380",10%,690점,20141020.0,164.0
189.0,자기계발,1,Speak Like TED,8925554364,9788925554365.0,13740.0,알에이치코리아(RHK),정석교 지음,"5,000","4,500",500,10%,250점,20141020.0,979.0
193.0,자기계발,1,하이퍼포먼스 조직,8950920131,9788950920135.0,13320.0,21세기북스,"로버트 시몬스 외 지음, 김은숙 옮김","15,000","13,500","1,500",10%,750점,20090921.0,170.0
195.0,자기계발,1,Visual Thinking으로 하는 생각 정리 기술,8931447574,9788931447576.0,13220.0,영진.com(영진닷컴),온은주 지음,"15,000","13,500","1,500",10%,750점,20141030.0,863.0
802.0,자기계발,0,전략을 재점검하라,8991814557,9788991814554.0,13320.0,비즈니스맵,"리처드 코치.피터 뉴벤휘젠 지음, 송택순.안진환 옮김, 박찬구 감수","13,000","11,700","1,300",10%,650점,20070914.0,208.0
804.0,자기계발,0,"성공하는 사람들의 아름다운 습관, 나눔",8983758724,9788983758729.0,3810.0,랜덤하우스코리아,박원순 지음,"8,000","7,200",800,10%,400점,20021220.0,465.0
807.0,자기계발,0,전창현의 말하기 절대법칙,8960603627,9788960603622.0,3320.0,원앤원북스,전창현 지음,"15,000","13,500","1,500",10%,750점,20141105.0,44.0
808.0,자기계발,0,당신이 나를 웃게 합니다,1195023286,9791195023288.0,3320.0,큐리어스(Qrious),송은주 지음,"12,500","11,250","1,250",10%,620점,20141110.0,137.0
809.0,자기계발,0,고전에서 인생을 배우다,8990926890,9788990926890.0,13190.0,오늘books(오늘북스),"자전 지음, 강경희 옮김","14,000","12,600","1,400",10%,700점,20141013.0,26.0
810.0,자기계발,0,하버드 피드백의 기술,8950953811,9788950953812.0,3320.0,21세기북스,"더글러스 스톤 & 쉴라 힌 지음, 김현정 옮김","18,000","16,200","1,800",10%,900점,20141006.0,114.0
811.0,자기계발,0,대화에 최면을 걸다,1155320697,9791155320693.0,13180.0,라온북,제이 지음,"15,000","13,500","1,500",10%,750점,20140725.0,406.0
813.0,자기계발,0,내 인생의 빛이 되는 말 한마디,1195214324,9791195214327.0,14030.0,별글,별글콘텐츠연구소 엮음,"12,000","10,800","1,200",10%,600점,20140618.0,76.0
814.0,자기계발,0,젊은 기획자에게 묻다,8996922293,9788996922292.0,4300.0,남해의봄날,김영미 지음,"15,000","13,500","1,500",10%,750점,20140605.0,584.0
